"id","facebook_id","name","latitude","longitude"
"280","104097116292696","Lansing, Kansas","39.248600","-94.900002"
"281","108393022522910","Carrickmacross","53.976219","-6.717545"
"282","111939165490631","Tijuana, Baja California","32.525002","-117.033302"
"283","112701288742627","Sussex, Wisconsin","43.133900","-88.221901"
"284","108051695889877","Compton, California","33.895802","-118.219002"
"285","113251048688596","Edinburg, Texas","26.301399","-98.163101"
"286","108725222485203","Forest City, Iowa","43.262501","-93.636902"
"287","108426499181164","Southampton","50.896999","-1.404200"
"288","109446899081584","Mount Vernon, Washington","48.420101","-122.325996"
"289","104686039570321","Lermoos, Tirol, Austria","47.400002","10.883300"
"290","103107383063098","Willemstad, Netherlands Antilles","12.100000","-68.916702"
"291","106091886088472","Prienai","54.633301","23.950001"
"292","103135879727382","Victoria, British Columbia","48.433300","-123.349998"
"293","112845912061993","Naugatuck, Connecticut","41.488346","-73.057892"
"294","108401012517442","Waco, Texas","31.551500","-97.155899"
"295","104081199627413","Granite City, Illinois","38.717800","-90.129501"
"296","115461575134685","Abu Dhabi, United Arab Emirates","24.466700","54.366699"
"297","112057122144447","Atri, Italy","42.583302","13.966700"
"298","183348805017771","Islamabad, Pakistan","26.908300","67.733299"
"299","108013929220683","Ozona, Texas","30.707052","-101.201180"
"300","108188919203286","Germantown, Tennessee","35.088890","-89.793892"
"301","112731502074681","Mesquite, Texas","32.782902","-96.609901"
"302","105617796137956","Powell River, British Columbia","49.883301","-124.550003"
"303","107918439231249","Carl Junction, Missouri","37.171665","-94.552498"
"304","110566662302107","La Asunción, Heredia, Costa Rica","9.983330","-84.166702"
"305","105638029469653","Tampa, Florida","27.970900","-82.464600"
"306","115976748413086","Edmonton, Alberta","53.566700","-113.516701"
"307","106265246077413","Lagos, Nigeria","6.453060","3.395830"
"308","108099999218919","Sutton Coldfield","52.563000","-1.822000"
"309","109638092388632","Springfield, Missouri","37.195099","-93.286201"
"310","109784025708079","Lake Worth, Florida","26.613262","-80.062035"
"311","103787786326610","Orem, Utah","40.296902","-111.694000"
"312","106050279435951","Quezon City, Philippines","14.643900","121.037003"
"313","108050889223312","Derby","52.917923","-1.474732"
"314","106377336067638","Bangalore, India","12.983300","77.583298"
"315","110884905606108","Sydney, Australia","-33.860001","151.211105"
"316","112086845484338","Mar del Plata, Argentina","-38.004040","-57.544575"
"317","106268676078955","Belfast, United Kingdom","54.596901","-5.929200"
"318","112276732125400","Winnipeg, Manitoba","49.900002","-97.133301"
"319","108008779226618","Hudson, Wisconsin","44.972000","-92.745003"
"320","100244443349934","Déddé, Liban-Nord, Lebanon","34.383301","35.799999"
"321","113632491983455","Dover, New Jersey","40.885601","-74.559166"
